"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019-8-28","309.62","315.83","317.39","308.65","22.63M","-2.21%"
"2019-8-27","316.61","314.47","318.16","314.47","17.92M","0.06%"
"2019-8-26","316.42","313.50","316.42","311.17","22.76M","-2.45%"
"2019-8-23","324.37","321.66","326.12","320.30","11.80M","0.96%"
"2019-8-22","321.27","325.15","325.73","321.27","10.52M","-0.48%"
"2019-8-21","322.82","323.21","326.32","322.63","10.43M","-0.24%"
"2019-8-20","323.60","327.29","329.81","323.60","15.52M","-1.01%"
"2019-8-19","326.90","321.07","328.45","321.07","21.80M","3.19%"
"2019-8-16","316.80","317.58","319.72","316.42","23.73M","-1.21%"
"2019-8-15","320.69","317.19","324.96","316.22","30.01M","-2.82%"
"2019-8-14","330.00","332.92","334.86","327.48","17.48M","1.80%"
"2019-8-13","324.18","326.51","329.42","324.18","13.15M","-1.76%"
"2019-8-12","330.00","329.03","333.89","328.84","12.34M","0.47%"
"2019-8-9","328.45","336.41","336.80","328.45","13.74M","-1.17%"
"2019-8-8","332.33","330.97","336.02","330.59","15.46M","1.12%"
"2019-8-7","328.65","327.29","331.95","326.12","15.15M","0.42%"
"2019-8-6","327.29","320.30","331.95","318.55","31.26M","-1.00%"
"2019-8-5","330.59","339.71","340.68","330.59","30.56M","-4.27%"
"2019-8-2","345.34","350.39","351.36","344.76","25.28M","-3.84%"
"2019-8-1","359.12","361.45","362.81","357.18","12.38M","0.49%"
"2019-7-31","357.38","358.15","361.45","356.21","10.50M","-1.34%"
"2019-7-30","362.23","361.06","366.69","360.29","10.54M","0.27%"
"2019-7-29","361.26","356.99","362.23","356.99","11.28M","0.54%"
"2019-7-26","359.32","359.70","364.95","358.54","11.65M","-0.59%"
"2019-7-25","361.45","360.09","362.23","357.96","13.94M","1.86%"
"2019-7-24","354.85","352.33","359.12","350.58","17.75M","1.95%"
"2019-7-23","348.06","346.89","349.80","345.53","8.76M","0.28%"
"2019-7-22","347.09","348.45","350.78","345.34","8.67M","-1.16%"
"2019-7-19","351.16","347.48","352.33","347.28","8.05M","1.46%"
"2019-7-18","346.12","349.42","350.58","346.12","10.49M","-1.82%"
"2019-7-17","352.52","349.03","353.69","348.06","9.65M","0.16%"
"2019-7-16","351.94","353.88","353.88","350.39","10.42M","0.50%"
"2019-7-15","350.19","345.53","350.19","339.52","11.81M","1.63%"
"2019-7-12","344.56","349.42","349.42","344.37","8.29M","-0.62%"
"2019-7-11","346.70","346.12","350.19","345.53","8.91M","0.11%"
"2019-7-10","346.31","341.65","346.89","341.65","12.87M","1.71%"
"2019-7-9","340.49","340.10","341.07","336.80","9.66M","-0.06%"
"2019-7-8","340.68","344.56","345.34","340.68","10.02M","-2.45%"
"2019-7-5","349.22","349.42","350.39","347.09","5.13M","-0.06%"
"2019-7-4","349.42","350.39","353.49","348.64","6.81M","-0.11%"
"2019-7-3","349.80","349.22","350.19","346.70","10.36M","-0.55%"
"2019-7-2","351.75","356.99","356.99","349.61","22.51M","2.78%"
"2019-6-28","342.23","342.62","342.62","338.35","12.77M","-0.06%"
"2019-6-27","342.43","340.10","344.18","340.10","11.29M","1.09%"
"2019-6-26","338.74","332.92","340.29","332.92","10.66M","-0.12%"
"2019-6-25","339.13","343.59","344.37","337.77","11.47M","-1.80%"
"2019-6-24","345.34","344.18","346.89","342.04","10.65M","0.40%"
"2019-6-21","343.98","346.89","346.89","338.74","20.11M","0.11%"
"2019-6-20","343.59","338.74","343.59","337.77","19.23M","1.96%"
"2019-6-19","336.99","333.89","337.58","331.95","23.56M","3.95%"
"2019-6-18","324.18","323.21","326.51","320.30","11.97M","1.52%"
"2019-6-17","319.33","322.05","325.54","318.94","10.59M","-0.30%"
"2019-6-14","320.30","324.76","326.90","319.52","14.07M","-1.25%"
"2019-6-13","324.37","325.54","326.12","317.58","20.32M","-0.95%"
"2019-6-12","327.48","331.75","332.14","325.35","17.54M","-2.09%"
"2019-6-11","334.47","333.50","334.86","331.17","17.87M","0.47%"
"2019-6-10","332.92","325.15","333.69","324.37","23.89M","3.81%"
"2019-6-6","320.69","322.24","323.02","316.42","12.39M","-0.18%"
"2019-6-5","321.27","325.35","325.93","318.16","18.27M","1.16%"
"2019-6-4","317.58","323.21","323.79","316.61","19.67M","-1.92%"
"2019-6-3","323.79","320.10","323.79","317.58","20.42M","2.33%"
"2019-5-31","316.42","314.47","321.85","314.28","18.98M","0.50%"
"2019-5-30","314.86","315.83","316.42","312.15","12.99M","0.75%"
"2019-5-29","312.53","311.76","317.97","311.76","19.97M","-1.11%"
"2019-5-28","316.03","314.47","322.63","314.09","28.96M","0.56%"
"2019-5-27","314.28","311.95","318.94","307.49","19.80M","-0.31%"
"2019-5-24","315.25","318.16","323.02","315.06","21.40M","-0.37%"
"2019-5-23","316.42","325.15","326.70","313.70","36.98M","-3.83%"
"2019-5-22","329.03","329.62","332.53","327.29","19.22M","-0.65%"
"2019-5-21","331.17","328.84","337.96","326.90","22.73M","-0.23%"
"2019-5-20","331.95","339.32","342.23","331.95","26.87M","-3.88%"
"2019-5-17","345.34","356.40","356.79","344.56","22.94M","-2.68%"
"2019-5-16","354.85","356.21","364.95","354.85","23.00M","-2.25%"
"2019-5-15","363.00","362.81","367.28","362.23","16.34M","0.92%"
"2019-5-14","359.70","358.15","365.92","358.15","26.49M","-2.99%"
"2019-5-10","370.77","366.30","376.40","363.98","25.92M","1.70%"
"2019-5-9","364.56","373.49","376.20","364.56","19.80M","-2.39%"
"2019-5-8","373.49","367.86","383.39","365.33","34.22M","1.05%"
"2019-5-7","369.60","365.14","369.99","363.00","17.29M","1.38%"
"2019-5-6","364.56","362.03","366.30","359.32","22.73M","-3.15%"
"2019-5-3","376.40","375.82","378.15","373.29","9.66M","-0.92%"
"2019-5-2","379.89","378.53","379.89","372.71","9.05M","0.88%"
"2019-4-30","376.59","374.65","378.92","373.10","9.66M","-0.67%"
"2019-4-29","379.12","372.71","380.28","372.71","13.45M","1.72%"
"2019-4-26","372.71","368.83","374.46","368.83","12.89M","0.31%"
"2019-4-25","371.55","378.53","380.28","371.35","15.54M","-2.60%"
"2019-4-24","381.45","386.11","386.11","378.53","15.22M","0.00%"
"2019-4-23","381.45","380.28","383.97","377.56","13.31M","0.36%"
"2019-4-18","380.09","381.45","383.97","377.18","13.14M","-1.01%"
"2019-4-17","383.97","382.03","386.11","381.06","12.79M","0.51%"
"2019-4-16","382.03","378.53","382.42","373.68","13.02M","1.39%"
"2019-4-15","376.79","383.97","386.69","376.79","14.00M","-1.42%"
"2019-4-12","382.22","378.53","382.22","376.01","12.79M","0.61%"
"2019-4-11","379.89","384.36","388.63","379.50","33.60M","0.67%"
"2019-4-10","377.37","371.74","377.95","368.63","15.55M","1.36%"
"2019-4-9","372.32","364.75","372.52","364.75","14.58M","0.89%"
"2019-4-8","369.02","368.83","370.38","365.33","16.26M","1.12%"
"2019-4-4","364.95","364.95","368.44","362.03","13.70M","-0.53%"
"2019-4-3","366.89","361.06","368.25","358.15","27.66M","3.28%"
"2019-4-2","355.24","359.12","359.12","354.66","13.40M","0.27%"
"2019-4-1","354.27","356.99","357.18","354.08","14.80M","1.11%"
"2019-3-29","350.39","345.53","351.16","343.59","17.60M","1.98%"
"2019-3-28","343.59","342.62","343.98","340.49","10.97M","-0.17%"
"2019-3-27","344.18","339.71","347.48","339.71","13.59M","0.91%"
"2019-3-26","341.07","343.20","345.53","336.80","16.23M","-0.68%"
"2019-3-25","343.40","342.43","345.73","341.46","20.85M","-3.07%"
"2019-3-22","354.27","352.33","358.73","347.09","25.42M","0.55%"
"2019-3-21","352.33","357.18","359.70","351.16","21.18M","-1.89%"
"2019-3-20","359.12","358.54","360.29","356.21","16.16M","0.00%"
"2019-3-19","359.12","356.60","359.12","355.43","15.40M","0.32%"
"2019-3-18","357.96","350.58","357.96","350.19","19.48M","2.73%"
"2019-3-15","348.45","348.06","352.91","346.70","16.07M","0.39%"
"2019-3-14","347.09","347.86","350.00","345.73","12.05M","-0.22%"
"2019-3-13","347.86","347.86","350.00","345.53","12.12M","-0.72%"
"2019-3-12","350.39","352.33","352.33","347.86","16.38M","1.75%"
"2019-3-11","344.37","339.71","346.12","337.19","18.39M","2.25%"
"2019-3-8","336.80","337.77","341.26","333.11","25.87M","-2.31%"
"2019-3-7","344.76","351.16","351.16","342.82","17.27M","-1.88%"
"2019-3-6","351.36","354.46","359.12","348.64","29.87M","0.17%"
"2019-3-5","350.78","335.63","351.36","333.69","36.62M","4.21%"
"2019-3-4","336.60","327.09","338.35","325.15","28.59M","3.15%"
"2019-3-1","326.32","327.48","330.97","323.60","17.01M","0.12%"
"2019-2-28","325.93","331.95","332.53","324.76","18.72M","-1.29%"
"2019-2-27","330.20","332.92","334.66","329.03","15.78M","-0.82%"
"2019-2-26","332.92","334.86","335.05","329.81","13.83M","-0.23%"
"2019-2-25","333.69","337.77","338.55","331.56","17.18M","-0.06%"
"2019-2-22","333.89","328.45","333.89","328.26","13.75M","0.23%"
"2019-2-21","333.11","329.03","333.69","328.84","11.80M","0.65%"
"2019-2-20","330.97","330.00","334.08","324.96","17.10M","1.25%"
"2019-2-19","326.90","331.75","333.69","326.90","9.31M","-0.88%"
"2019-2-18","329.81","325.15","331.36","325.15","12.04M","1.80%"
"2019-2-15","323.99","328.06","330.00","321.46","18.56M","-2.34%"
"2019-2-14","331.75","335.44","335.63","330.59","19.27M","-1.73%"
"2019-2-13","337.58","338.93","340.10","335.25","22.88M","-1.02%"
"2019-2-12","341.07","340.49","342.62","337.96","15.01M","-0.17%"
"2019-2-11","341.65","335.83","342.43","333.69","17.35M","1.85%"
"2019-2-8","335.44","333.11","337.19","328.06","14.90M","-0.58%"
"2019-2-4","337.38","338.74","338.74","334.66","5.86M","-0.12%"
"2019-2-1","337.77","341.65","341.65","335.25","13.97M","0.58%"
"2019-1-31","335.83","339.52","340.68","335.05","24.19M","0.52%"
"2019-1-30","334.08","331.95","334.08","329.03","13.09M","0.53%"
"2019-1-29","332.33","329.23","332.72","326.90","15.80M","0.23%"
"2019-1-28","331.56","334.27","338.74","330.39","22.24M","-0.64%"
"2019-1-25","333.69","325.15","333.69","323.60","31.53M","4.12%"
"2019-1-24","320.49","322.43","323.21","317.19","17.11M","-0.90%"
"2019-1-23","323.40","320.88","325.73","320.88","16.41M","-0.78%"
"2019-1-22","325.93","331.95","331.95","321.07","21.04M","-1.23%"
"2019-1-21","330.00","328.06","334.27","326.32","19.06M","0.89%"
"2019-1-18","327.09","325.15","327.87","323.99","15.66M","1.75%"
"2019-1-17","321.46","325.15","328.06","320.88","23.15M","0.06%"
"2019-1-16","321.27","320.30","321.27","315.64","16.39M","0.30%"
"2019-1-15","320.30","315.45","321.07","313.70","16.95M","2.55%"
"2019-1-14","312.34","319.91","319.91","310.79","18.98M","-2.84%"
"2019-1-11","321.46","321.07","324.76","319.52","20.15M","0.67%"
"2019-1-10","319.33","319.33","320.10","313.70","24.91M","0.43%"
"2019-1-9","317.97","310.40","317.97","310.01","31.88M","3.80%"
"2019-1-8","306.32","308.65","309.23","302.83","16.26M","-0.63%"
"2019-1-7","308.26","308.65","309.43","304.38","24.89M","2.25%"
"2019-1-4","301.47","291.57","301.86","291.57","19.33M","1.84%"
"2019-1-3","296.03","295.06","300.30","293.90","16.42M","-0.52%"
"2019-1-2","297.59","305.74","305.74","297.20","15.72M","-2.36%"
"2018-12-31","304.77","300.89","307.87","300.89","9.89M","1.29%"
"2018-12-28","300.89","301.86","303.60","299.33","11.54M","0.14%"
"2018-12-27","300.47","302.80","307.46","297.95","17.65M","-0.32%"
"2018-12-24","301.44","305.91","305.91","299.50","14.58M","-1.46%"
"2018-12-21","305.91","289.41","309.21","288.25","41.63M","4.51%"
"2018-12-20","292.71","291.35","296.01","290.77","16.29M","-0.46%"
"2018-12-19","294.07","292.13","295.82","291.93","14.67M","0.07%"
"2018-12-18","293.87","293.49","296.59","291.35","18.77M","-1.95%"
"2018-12-17","299.70","301.64","301.64","296.40","13.79M","0.00%"
"2018-12-14","299.70","302.03","303.19","298.73","17.04M","-3.08%"
"2018-12-13","309.21","308.63","311.34","307.46","14.13M","0.57%"
"2018-12-12","307.46","306.69","309.40","305.33","16.06M","1.80%"
"2018-12-11","302.03","300.67","304.36","299.11","17.05M","1.04%"
"2018-12-10","298.92","295.23","299.89","294.65","17.47M","-0.84%"
"2018-12-7","301.44","295.82","304.55","295.82","30.97M","2.10%"
"2018-12-6","295.23","303.00","307.46","294.84","31.46M","-5.24%"
"2018-12-5","311.54","308.63","314.26","306.69","26.01M","-2.25%"
"2018-12-4","318.72","316.58","318.72","310.76","25.22M","1.11%"
"2018-12-3","315.23","318.33","318.53","310.57","35.14M","4.11%"
"2018-11-30","302.80","303.58","305.71","299.31","23.16M","0.00%"
"2018-11-29","302.80","310.57","311.34","300.09","38.09M","-0.89%"
"2018-11-28","305.52","297.95","305.71","295.82","34.38M","3.62%"
"2018-11-27","294.84","290.57","294.84","287.66","27.36M","1.94%"
"2018-11-26","289.22","284.36","289.80","283.20","15.16M","2.34%"
"2018-11-23","282.62","284.36","285.92","278.93","12.02M","-1.29%"
"2018-11-22","286.30","286.50","288.83","282.03","19.96M","1.86%"
"2018-11-21","281.06","269.22","282.81","268.83","22.36M","2.84%"
"2018-11-20","273.30","275.82","276.60","272.52","17.06M","-3.30%"
"2018-11-19","282.62","284.36","286.11","280.87","18.04M","0.28%"
"2018-11-16","281.84","281.45","282.81","277.38","25.92M","0.83%"
"2018-11-15","279.51","275.63","280.29","269.42","46.02M","5.80%"
"2018-11-14","264.18","267.86","268.45","262.24","21.33M","-0.80%"
"2018-11-13","266.31","254.28","267.28","252.34","33.47M","1.41%"
"2018-11-12","262.62","267.28","268.64","262.04","27.30M","-3.08%"
"2018-11-9","270.97","279.12","279.12","270.00","28.76M","-4.91%"
"2018-11-8","284.95","292.13","292.71","283.39","30.65M","0.07%"
"2018-11-7","284.75","284.75","292.90","277.57","25.73M","0.48%"
"2018-11-6","283.39","286.11","286.11","277.57","23.34M","-0.14%"
"2018-11-5","283.78","285.92","287.66","278.35","27.22M","-3.69%"
"2018-11-2","294.65","286.30","294.84","280.87","66.91M","9.29%"
"2018-11-1","269.61","266.89","274.85","263.40","41.08M","4.04%"
"2018-10-31","259.13","249.62","259.13","249.04","34.36M","5.87%"
"2018-10-30","244.77","248.45","250.39","243.99","29.48M","-3.00%"
"2018-10-29","252.34","256.80","256.80","247.48","24.02M","0.00%"
"2018-10-26","252.34","261.07","261.85","251.75","26.38M","-3.34%"
"2018-10-25","261.07","258.94","262.04","257.19","31.11M","-2.47%"
"2018-10-24","267.67","274.27","276.40","263.98","26.38M","-0.72%"
"2018-10-23","269.61","284.36","284.36","268.83","30.96M","-4.60%"
"2018-10-22","282.62","273.69","285.14","272.33","28.25M","3.26%"
"2018-10-19","273.69","267.09","277.76","265.34","25.23M","0.36%"
"2018-10-18","272.72","277.57","277.57","265.34","21.98M","-0.14%"
"2018-10-16","273.10","274.85","275.43","265.15","25.11M","-0.50%"
"2018-10-15","274.46","283.00","283.00","269.81","27.59M","-1.94%"
"2018-10-12","279.90","268.83","281.06","264.95","54.42M","8.02%"
"2018-10-11","259.13","265.92","266.51","257.19","67.63M","-6.77%"
"2018-10-10","277.96","285.33","288.05","277.18","33.30M","-2.52%"
"2018-10-9","285.14","291.16","292.52","285.14","26.10M","-1.74%"
"2018-10-8","290.19","296.79","297.76","290.19","22.22M","-1.97%"
"2018-10-5","296.01","296.01","298.73","293.49","21.38M","-1.10%"
"2018-10-4","299.31","306.10","306.10","297.95","22.45M","-2.41%"
"2018-10-3","306.69","303.77","310.18","303.77","13.14M","-0.32%"
"2018-10-2","307.66","315.42","315.42","305.71","21.72M","-1.92%"
"2018-9-28","313.67","317.94","317.94","311.73","16.42M","-0.68%"
"2018-9-27","315.81","323.38","323.38","312.31","19.97M","-1.39%"
"2018-9-26","320.27","321.63","322.80","318.33","23.12M","0.67%"
"2018-9-24","318.14","322.41","322.60","316.39","18.54M","-1.97%"
"2018-9-21","324.54","317.94","324.54","316.39","30.12M","3.15%"
"2018-9-20","314.64","319.30","319.30","311.73","19.47M","0.81%"
"2018-9-19","312.12","310.57","317.17","309.79","20.77M","1.13%"
"2018-9-18","308.63","305.71","313.87","301.83","24.48M","-0.37%"
"2018-9-17","309.79","315.42","316.39","309.21","18.86M","-3.27%"
"2018-9-14","320.27","320.27","322.02","318.33","26.43M","1.91%"
"2018-9-13","314.26","305.52","314.26","304.74","30.84M","4.99%"
"2018-9-12","299.31","302.80","303.19","296.20","23.49M","0.13%"
"2018-9-11","298.92","304.36","304.74","298.14","29.97M","-1.79%"
"2018-9-10","304.36","309.40","312.51","302.61","24.85M","-1.01%"
"2018-9-7","307.46","303.97","310.18","300.47","39.94M","0.70%"
"2018-9-6","305.33","306.69","313.28","302.80","44.29M","-3.14%"
"2018-9-5","315.23","322.41","323.57","313.67","31.48M","-4.07%"
"2018-9-4","328.62","319.50","330.95","319.30","18.03M","1.74%"
"2018-9-3","322.99","323.57","325.32","318.91","27.67M","-2.12%"
"2018-8-31","329.98","329.59","333.47","328.04","51.54M","-4.87%"
"2018-8-30","346.86","350.55","351.91","344.92","12.13M","-0.94%"
"2018-8-29","350.16","354.24","355.21","347.25","15.73M","-1.26%"
"2018-8-28","354.63","354.24","357.93","350.75","20.57M","1.22%"
"2018-8-27","350.36","348.81","350.36","345.70","13.96M","1.98%"
"2018-8-24","343.56","342.59","347.45","342.21","17.55M","-1.39%"
"2018-8-23","348.42","352.30","352.49","343.56","20.06M","-0.11%"
"2018-8-22","348.81","343.56","349.97","339.10","28.94M","2.51%"
"2018-8-21","340.27","344.54","344.54","335.41","22.79M","-0.06%"
"2018-8-20","340.46","333.08","342.01","332.31","34.97M","4.09%"
"2018-8-17","327.07","325.12","328.81","323.77","42.70M","3.44%"
"2018-8-16","316.20","310.57","322.80","309.60","69.25M","-3.04%"
"2018-8-15","326.10","332.89","333.86","325.12","37.29M","-3.61%"
"2018-8-14","338.32","344.54","347.45","331.72","40.17M","-3.44%"
"2018-8-13","350.36","352.30","353.85","349.58","16.95M","-2.43%"
"2018-8-10","359.09","364.33","364.53","353.85","19.53M","-0.70%"
"2018-8-9","361.62","356.18","364.33","354.24","26.63M","2.36%"
"2018-8-8","353.27","355.79","355.79","349.97","25.45M","1.96%"
"2018-8-7","346.48","344.54","347.84","338.32","18.13M","1.14%"
"2018-8-6","342.59","347.25","347.25","339.68","21.45M","0.91%"
"2018-8-3","339.49","337.94","344.15","336.38","30.27M","1.39%"
"2018-8-2","334.83","342.40","343.95","330.37","40.78M","-2.82%"
"2018-8-1","344.54","350.16","350.55","342.59","25.71M","-0.06%"
"2018-7-31","344.73","350.36","351.13","342.98","36.98M","-3.27%"
"2018-7-30","356.38","359.09","359.87","350.94","25.41M","-1.55%"
"2018-7-27","362.00","360.06","362.98","358.90","14.46M","-0.48%"
"2018-7-26","363.75","370.55","371.52","359.48","22.29M","-1.32%"
"2018-7-25","368.60","367.05","368.80","365.30","18.70M","1.22%"
"2018-7-24","364.14","362.98","364.53","360.84","20.86M","1.13%"
"2018-7-23","360.06","366.47","366.47","358.32","19.94M","-1.49%"
"2018-7-20","365.50","364.72","366.47","360.65","17.08M","0.27%"
"2018-7-19","364.53","366.86","369.38","364.14","10.49M","-0.64%"
"2018-7-18","366.86","369.19","371.71","364.92","13.20M","0.59%"
"2018-7-17","364.72","368.80","369.38","363.95","15.54M","-1.47%"
"2018-7-16","370.16","372.29","374.82","369.19","11.04M","0.11%"
"2018-7-13","369.77","375.40","375.40","368.80","12.24M","0.26%"
"2018-7-12","368.80","366.86","373.46","365.69","15.50M","0.16%"
"2018-7-11","368.22","366.86","370.93","363.95","24.52M","-1.91%"
"2018-7-10","375.40","384.33","386.27","374.82","26.79M","-2.32%"
"2018-7-9","384.33","382.58","386.27","380.64","18.37M","2.43%"
"2018-7-6","375.20","375.59","377.73","369.19","18.00M","0.26%"
"2018-7-5","374.23","371.71","376.56","368.02","13.98M","0.68%"
"2018-7-4","371.71","377.73","379.28","370.55","15.07M","-2.00%"
"2018-7-3","379.28","383.36","383.36","370.35","25.64M","-0.76%"
"2018-6-29","382.19","368.80","382.19","368.80","28.31M","3.90%"
"2018-6-28","367.83","363.95","371.13","362.39","27.51M","0.42%"
"2018-6-27","366.28","374.62","376.17","366.28","28.08M","-2.23%"
"2018-6-26","374.62","372.68","378.89","368.80","29.83M","-0.72%"
"2018-6-25","377.34","383.36","386.07","376.95","21.69M","-2.16%"
"2018-6-22","385.69","383.94","388.60","379.67","20.17M","0.15%"
"2018-6-21","385.10","392.48","393.06","384.52","20.16M","-0.85%"
"2018-6-20","388.40","388.21","392.67","385.69","22.96M","0.86%"
"2018-6-19","385.10","397.91","397.91","383.55","34.55M","-3.22%"
"2018-6-15","397.91","403.74","404.71","396.36","23.18M","-0.49%"
"2018-6-14","399.86","405.29","405.29","396.56","17.69M","-0.77%"
"2018-6-13","402.96","407.62","407.62","402.77","12.21M","-0.53%"
"2018-6-12","405.10","408.01","409.95","403.93","12.36M","-0.38%"
"2018-6-11","406.65","407.62","408.59","403.35","15.48M","0.96%"
"2018-6-8","402.77","414.02","414.02","400.44","28.93M","-3.31%"
"2018-6-7","416.55","418.30","418.88","413.25","24.69M","0.99%"
"2018-6-6","412.47","408.78","412.47","408.40","23.22M","1.19%"
"2018-6-5","407.62","406.45","407.62","403.15","25.88M","1.20%"
"2018-6-4","402.77","400.83","402.77","396.75","31.28M","2.72%"
"2018-6-1","392.09","389.76","392.09","386.46","23.15M","1.20%"
"2018-5-31","387.43","385.10","389.96","383.55","36.77M","1.06%"
"2018-5-30","383.36","388.40","388.40","383.36","23.25M","-1.74%"
"2018-5-29","390.15","391.90","394.23","390.15","12.13M","-0.79%"
"2018-5-28","393.26","395.58","395.58","389.37","13.39M","0.30%"
"2018-5-25","392.09","391.12","395.58","389.76","16.75M","-0.74%"
"2018-5-24","395.00","398.88","399.27","390.73","17.16M","0.00%"
"2018-5-23","395.00","400.63","402.18","395.00","24.57M","-0.24%"
"2018-5-21","395.97","404.32","405.68","395.97","21.44M","-0.73%"
"2018-5-18","398.88","401.99","402.77","395.97","21.41M","0.00%"
"2018-5-17","398.88","411.50","411.70","397.14","69.10M","3.73%"
"2018-5-16","384.52","386.85","387.04","379.09","29.61M","-0.45%"
"2018-5-15","386.27","399.66","400.44","386.27","33.14M","-3.35%"
"2018-5-14","399.66","402.77","404.51","396.94","20.83M","0.73%"
"2018-5-11","396.75","399.86","402.77","395.97","24.70M","0.64%"
"2018-5-10","394.23","387.24","394.61","386.27","31.12M","2.94%"
"2018-5-9","382.97","383.36","385.10","379.09","20.94M","1.02%"
"2018-5-8","379.09","372.68","382.00","370.74","33.39M","2.79%"
"2018-5-7","368.80","376.56","377.34","364.33","34.27M","-0.73%"
"2018-5-4","371.52","378.12","378.12","370.74","19.33M","-0.57%"
"2018-5-3","373.65","377.92","379.09","373.07","23.91M","-2.13%"
"2018-5-2","381.80","379.47","385.10","379.47","19.20M","0.61%"
"2018-4-30","379.47","380.83","382.00","377.73","12.88M","0.67%"
"2018-4-27","376.95","378.50","379.28","371.71","26.45M","1.62%"
"2018-4-26","370.93","376.56","379.09","366.08","34.96M","-1.19%"
"2018-4-25","375.40","379.28","381.42","373.46","34.82M","-2.47%"
"2018-4-24","384.91","384.91","387.63","382.58","14.52M","0.66%"
"2018-4-23","382.39","385.88","388.40","382.00","19.32M","-1.55%"
"2018-4-20","388.40","394.03","394.81","386.66","18.11M","-1.38%"
"2018-4-19","393.84","392.09","395.20","388.79","21.81M","1.45%"
"2018-4-18","388.21","392.29","393.06","381.80","28.12M","0.71%"
"2018-4-17","385.49","391.31","394.61","383.36","28.41M","-1.44%"
"2018-4-16","391.12","394.81","395.78","387.43","24.90M","-1.22%"
"2018-4-13","395.97","404.32","404.51","395.20","19.57M","-1.26%"
"2018-4-12","401.02","409.95","411.11","396.75","20.60M","-1.52%"
"2018-4-11","407.23","408.59","413.05","404.90","23.91M","0.58%"
"2018-4-10","404.90","400.83","406.26","397.33","25.58M","1.76%"
"2018-4-9","397.91","395.97","402.38","392.29","21.22M","1.03%"
"2018-4-6","393.84","392.87","397.53","388.60","26.59M","2.06%"
"2018-4-4","385.88","396.17","399.86","385.88","35.86M","-2.88%"
"2018-4-3","397.33","392.67","400.24","388.79","32.89M","-0.05%"
"2018-3-29","397.53","401.80","404.71","393.26","41.12M","-0.63%"
"2018-3-28","400.05","407.62","414.80","399.27","48.96M","-4.63%"
"2018-3-27","419.46","422.37","425.67","417.52","42.64M","1.31%"
"2018-3-26","414.02","407.04","418.30","400.24","47.30M","1.57%"
"2018-3-23","407.62","393.06","412.28","393.06","308.44M","-4.42%"
"2018-3-22","426.45","438.29","445.47","425.67","71.85M","-5.01%"
"2018-3-21","448.96","458.28","461.58","447.02","28.24M","-0.86%"
"2018-3-20","452.85","442.95","454.59","442.56","21.95M","1.04%"
"2018-3-19","448.19","451.29","456.53","448.19","16.29M","-0.73%"
"2018-3-16","451.49","453.23","458.86","451.49","23.90M","-0.73%"
"2018-3-15","454.79","445.66","456.15","444.50","24.70M","1.08%"
"2018-3-14","449.93","443.92","450.13","440.23","22.61M","0.17%"
"2018-3-13","449.16","446.44","449.16","442.36","18.50M","0.61%"
"2018-3-12","446.44","441.98","446.44","441.39","25.51M","2.91%"
"2018-3-9","433.82","431.88","434.99","431.88","13.03M","0.90%"
"2018-3-8","429.94","427.03","430.91","425.09","17.51M","2.03%"
"2018-3-7","421.40","422.37","428.19","417.32","19.26M","-1.00%"
"2018-3-6","425.67","422.18","430.91","417.32","24.81M","3.20%"
"2018-3-5","412.47","423.15","426.64","412.47","24.04M","-2.52%"
"2018-3-2","423.15","424.12","427.61","423.15","25.89M","-2.46%"
"2018-3-1","433.82","417.32","434.21","415.38","27.11M","3.42%"
"2018-2-28","419.46","426.06","427.03","418.30","32.56M","-3.09%"
"2018-2-27","432.85","444.50","444.50","429.16","22.01M","-1.55%"
"2018-2-26","439.65","442.56","443.53","435.18","21.25M","-0.09%"
"2018-2-23","440.03","440.62","441.20","436.15","14.99M","1.57%"
"2018-2-22","433.24","441.59","441.78","433.24","22.39M","-2.53%"
"2018-2-21","444.50","435.38","444.50","434.02","20.40M","2.74%"
"2018-2-20","432.66","436.74","439.65","431.69","20.48M","-0.27%"
"2018-2-15","433.82","431.30","433.82","428.78","16.35M","3.09%"
"2018-2-14","420.82","415.97","422.18","413.83","22.29M","2.65%"
"2018-2-13","409.95","406.84","413.05","405.68","23.71M","3.12%"
"2018-2-12","397.53","400.63","407.43","397.53","33.85M","0.54%"
"2018-2-9","395.39","391.12","398.88","386.27","69.16M","-3.05%"
"2018-2-8","407.81","406.45","411.50","401.80","35.44M","1.30%"
"2018-2-7","402.57","417.32","420.04","401.02","61.05M","1.17%"
"2018-2-6","397.91","410.53","412.86","395.20","86.85M","-7.03%"
"2018-2-5","428.00","421.01","432.66","420.04","40.39M","-2.52%"
"2018-2-2","439.06","445.47","446.44","437.71","24.33M","-1.65%"
"2018-2-1","446.44","452.26","453.04","446.44","17.12M","-0.78%"
"2018-1-31","449.93","442.17","454.59","441.78","27.61M","0.39%"
"2018-1-30","448.19","449.55","455.76","447.60","22.26M","-2.08%"
"2018-1-29","457.70","459.83","462.55","452.65","22.50M","0.09%"
"2018-1-26","457.31","450.52","457.31","450.32","22.01M","2.88%"
"2018-1-25","444.50","452.46","454.40","444.50","27.73M","-2.34%"
"2018-1-24","455.17","460.03","460.42","453.04","24.93M","-1.18%"
"2018-1-23","460.61","452.46","460.61","449.93","23.87M","3.17%"
"2018-1-22","446.44","441.59","446.44","437.12","19.36M","1.68%"
