"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018-1-19","439.06","438.87","439.65","434.79","14.75M","1.03%"
"2018-1-18","434.60","439.26","440.62","431.69","21.80M","-0.27%"
"2018-1-17","435.76","429.94","435.76","426.25","24.88M","1.08%"
"2018-1-16","431.11","423.15","431.69","422.18","20.59M","2.54%"
"2018-1-15","420.43","432.27","435.57","420.43","23.39M","-2.03%"
"2018-1-12","429.16","419.07","429.16","418.10","19.20M","2.98%"
"2018-1-11","416.74","423.15","425.09","416.74","27.64M","-2.50%"
"2018-1-10","427.42","432.66","433.05","427.03","18.01M","-0.77%"
"2018-1-9","430.72","428.00","433.24","426.06","24.48M","1.19%"
"2018-1-8","425.67","423.34","426.25","421.01","17.99M","1.25%"
"2018-1-5","420.43","423.54","423.54","415.58","19.96M","0.32%"
"2018-1-4","419.07","414.41","419.65","411.70","27.90M","2.27%"
"2018-1-3","409.75","411.50","414.22","406.65","22.78M","1.05%"
"2018-1-2","405.48","395.97","405.68","395.58","24.08M","2.91%"
"2017-12-29","394.03","395.97","395.97","391.51","16.60M","-0.54%"
"2017-12-28","396.17","392.09","396.17","390.34","11.66M","1.75%"
"2017-12-27","389.37","395.78","395.78","389.18","16.68M","-1.13%"
"2017-12-22","393.84","391.90","393.84","388.99","16.15M","1.50%"
"2017-12-21","388.01","385.30","390.54","383.55","18.43M","0.60%"
"2017-12-20","385.69","386.85","388.60","385.10","13.39M","-0.95%"
"2017-12-19","389.37","392.09","392.09","387.04","21.11M","1.77%"
"2017-12-18","382.58","382.77","386.85","377.53","20.26M","1.34%"
"2017-12-15","377.53","380.83","382.97","377.53","23.20M","-2.06%"
"2017-12-14","385.49","389.18","390.73","381.03","16.68M","0.40%"
"2017-12-13","383.94","383.36","387.63","375.98","22.63M","0.61%"
"2017-12-12","381.61","395.00","398.69","379.86","32.54M","-3.01%"
"2017-12-11","393.45","377.92","394.42","377.73","32.02M","2.89%"
"2017-12-8","382.39","369.77","383.16","368.99","41.46M","4.23%"
"2017-12-7","366.86","362.78","368.22","356.38","39.23M","3.28%"
"2017-12-6","355.21","363.95","370.16","354.43","58.30M","-2.66%"
"2017-12-5","364.92","368.80","374.62","364.92","44.39M","-3.19%"
"2017-12-4","376.95","372.68","386.07","366.08","46.13M","0.88%"
"2017-12-1","373.65","386.27","390.15","373.65","79.03M","-3.27%"
"2017-11-30","386.27","387.04","393.45","386.27","55.97M","-3.30%"
"2017-11-29","399.47","409.75","410.34","398.69","27.07M","-1.81%"
"2017-11-28","406.84","395.97","407.04","390.34","39.41M","1.90%"
"2017-11-27","399.27","403.74","404.71","397.91","25.75M","-1.06%"
"2017-11-24","403.54","406.45","411.50","402.38","33.07M","-0.91%"
"2017-11-23","407.23","412.47","419.27","405.87","32.01M","-1.69%"
"2017-11-22","414.22","424.12","425.09","411.89","39.60M","-0.74%"
"2017-11-21","417.32","412.47","426.64","408.40","50.47M","2.38%"
"2017-11-20","407.62","393.45","407.62","393.45","35.23M","4.11%"
"2017-11-17","391.51","385.30","393.06","385.30","34.54M","2.96%"
"2017-11-16","380.25","376.76","382.19","372.68","32.58M","2.30%"
"2017-11-15","371.71","372.49","376.56","371.71","23.44M","-1.29%"
"2017-11-14","376.56","382.39","382.39","375.98","20.49M","0.10%"
"2017-11-13","376.17","373.65","380.44","373.65","17.67M","0.57%"
"2017-11-10","374.04","372.10","379.28","372.10","17.15M","-0.62%"
"2017-11-9","376.37","373.85","380.83","373.85","23.91M","0.57%"
"2017-11-8","374.23","375.79","386.85","371.13","43.98M","-1.38%"
"2017-11-7","379.47","369.19","379.47","368.99","25.59M","3.71%"
"2017-11-6","365.89","358.71","368.41","353.85","25.04M","2.45%"
"2017-11-3","357.15","353.85","357.54","352.88","16.63M","1.71%"
"2017-11-2","351.13","350.16","353.85","347.06","17.93M","0.50%"
"2017-11-1","349.39","341.62","349.78","341.24","22.03M","2.92%"
"2017-10-31","339.49","341.62","342.01","339.10","12.71M","0.06%"
"2017-10-30","339.29","342.59","342.59","338.71","16.54M","0.52%"
"2017-10-27","337.55","337.74","338.32","336.19","16.16M","0.23%"
"2017-10-26","336.77","338.52","340.27","336.19","15.83M","-1.42%"
"2017-10-25","341.62","337.94","342.21","337.74","12.99M","1.32%"
"2017-10-24","337.16","336.97","339.29","335.22","15.42M","-0.34%"
"2017-10-23","338.32","341.24","341.24","337.16","9.77M","-0.29%"
"2017-10-20","339.29","337.74","340.27","337.74","14.32M","0.98%"
"2017-10-19","335.99","345.70","345.89","335.41","21.62M","-2.37%"
"2017-10-18","344.15","339.29","344.34","339.29","11.97M","-0.05%"
"2017-10-17","344.31","345.87","345.87","342.57","12.89M","-0.23%"
"2017-10-16","345.09","341.60","345.09","340.04","17.59M","1.83%"
"2017-10-13","338.88","336.94","339.85","336.16","20.93M","-0.29%"
"2017-10-12","339.85","341.60","343.34","339.85","14.87M","-0.40%"
"2017-10-11","341.21","340.82","342.18","339.07","17.64M","0.11%"
"2017-10-10","340.82","340.43","342.18","339.46","10.82M","0.63%"
"2017-10-9","338.69","341.60","342.57","338.30","13.46M","-0.85%"
"2017-10-6","341.60","342.96","343.15","339.85","13.36M","0.75%"
"2017-10-4","339.07","338.10","340.63","337.72","11.71M","0.75%"
"2017-10-3","336.55","335.39","336.55","331.50","18.52M","3.15%"
"2017-9-29","326.26","324.71","327.43","323.35","12.86M","0.96%"
"2017-9-28","323.16","328.40","330.53","323.16","17.29M","-1.60%"
"2017-9-27","328.40","327.62","331.50","327.04","13.52M","0.24%"
"2017-9-26","327.62","320.25","329.18","318.89","34.72M","-1.17%"
"2017-9-25","331.50","335.00","335.58","330.34","22.33M","-1.33%"
"2017-9-22","335.97","333.83","336.94","333.06","14.35M","-0.29%"
"2017-9-21","336.94","334.80","338.10","334.22","14.89M","0.23%"
"2017-9-20","336.16","332.86","337.13","332.86","13.67M","0.64%"
"2017-9-19","334.03","338.10","339.27","333.25","21.95M","-0.52%"
"2017-9-18","335.77","330.92","335.77","330.92","18.39M","2.12%"
"2017-9-15","328.79","327.04","330.53","324.32","24.57M","0.54%"
"2017-9-14","327.04","325.10","329.37","323.93","19.06M","0.90%"
"2017-9-13","324.13","325.10","325.10","320.83","14.80M","0.30%"
"2017-9-12","323.16","325.10","325.29","320.64","15.27M","0.67%"
"2017-9-11","321.02","313.26","321.02","312.68","23.85M","2.80%"
"2017-9-8","312.29","313.65","314.42","311.90","10.84M","0.38%"
"2017-9-7","311.12","316.95","317.14","310.93","16.22M","-1.11%"
"2017-9-6","314.62","311.32","315.98","309.77","17.26M","0.75%"
"2017-9-5","312.29","313.65","316.37","311.71","13.84M","-0.06%"
"2017-9-4","312.48","315.39","316.37","311.90","15.52M","-1.29%"
"2017-9-1","316.56","321.99","322.38","316.56","23.45M","-0.85%"
"2017-8-31","319.28","316.95","320.64","316.95","17.32M","0.74%"
"2017-8-30","316.95","315.98","317.92","313.45","17.63M","2.13%"
"2017-8-29","310.35","310.74","312.48","305.30","22.21M","-0.99%"
"2017-8-28","313.45","317.34","319.28","311.90","22.34M","-1.64%"
"2017-8-25","318.69","319.28","319.28","313.07","19.93M","0.31%"
"2017-8-24","317.72","323.16","323.16","315.59","23.43M","1.05%"
"2017-8-22","314.42","318.31","319.47","314.42","14.71M","-0.62%"
"2017-8-21","316.37","320.25","320.64","316.37","15.61M","0.06%"
"2017-8-18","316.17","315.01","319.66","314.04","24.22M","-1.09%"
"2017-8-17","319.66","330.34","330.92","319.66","44.33M","1.92%"
"2017-8-16","313.65","309.96","315.01","309.96","23.59M","1.38%"
"2017-8-15","309.38","318.31","320.64","309.38","23.93M","-1.60%"
"2017-8-14","314.42","304.72","315.20","304.72","30.66M","4.31%"
"2017-8-11","301.42","304.72","309.77","301.03","57.67M","-4.90%"
"2017-8-10","316.95","318.31","320.64","313.26","27.59M","-1.09%"
"2017-8-9","320.44","316.37","323.16","316.37","26.06M","0.49%"
"2017-8-8","318.89","310.93","318.89","310.54","22.77M","2.50%"
"2017-8-7","311.12","306.08","311.90","305.69","21.30M","2.95%"
"2017-8-4","302.20","302.00","306.08","300.64","17.22M","0.91%"
"2017-8-3","299.48","301.61","303.36","298.90","23.47M","-1.28%"
"2017-8-2","303.36","305.69","308.41","302.58","18.49M","-0.57%"
"2017-8-1","305.11","299.87","308.02","299.87","20.80M","0.32%"
"2017-7-31","304.14","296.37","305.11","296.37","21.61M","2.82%"
"2017-7-28","295.79","295.60","298.32","294.05","22.26M","-1.17%"
"2017-7-27","299.29","294.05","299.48","292.69","17.31M","2.46%"
"2017-7-26","292.10","294.05","294.63","289.19","15.44M","-0.20%"
"2017-7-25","292.69","293.46","295.79","292.69","18.34M","-0.20%"
"2017-7-24","293.27","289.19","293.85","288.42","15.58M","1.75%"
"2017-7-21","288.22","289.19","291.72","286.28","11.57M","0.00%"
"2017-7-20","288.22","290.94","291.13","287.25","16.00M","-0.34%"
"2017-7-19","289.19","281.24","289.97","280.26","28.38M","3.91%"
"2017-7-18","278.32","278.13","278.91","276.77","11.37M","0.63%"
"2017-7-17","276.58","279.49","280.26","275.80","14.31M","0.07%"
"2017-7-14","276.38","276.58","276.97","274.05","11.87M","0.14%"
"2017-7-13","275.99","277.16","277.94","274.25","18.89M","1.14%"
"2017-7-12","272.89","271.34","274.83","270.75","15.40M","1.01%"
"2017-7-11","270.17","265.71","270.75","265.71","18.88M","2.50%"
"2017-7-10","263.57","262.02","263.96","261.44","13.04M","0.97%"
"2017-7-7","261.05","259.89","262.60","259.11","18.05M","-1.03%"
"2017-7-6","263.77","266.48","266.87","263.18","16.90M","0.30%"
"2017-7-5","262.99","258.72","265.32","252.70","44.47M","0.67%"
"2017-7-4","261.24","270.56","270.95","258.53","39.02M","-4.13%"
"2017-7-3","272.50","270.17","272.50","269.59","12.98M","0.57%"
"2017-6-30","270.95","270.75","272.31","269.20","20.92M","-1.69%"
"2017-6-29","275.61","278.52","278.71","274.25","15.92M","0.43%"
"2017-6-28","274.44","275.61","278.52","273.67","25.38M","-1.81%"
"2017-6-27","279.49","276.19","279.88","274.44","20.03M","1.41%"
"2017-6-26","275.61","272.70","276.58","272.50","16.46M","1.36%"
"2017-6-23","271.92","274.25","274.44","271.92","12.76M","-0.50%"
"2017-6-22","273.28","274.25","275.41","272.11","15.57M","0.86%"
"2017-6-21","270.95","271.92","273.28","268.81","16.52M","-0.28%"
"2017-6-20","271.72","274.44","275.41","270.95","16.11M","0.43%"
"2017-6-19","270.56","266.68","270.75","266.10","16.96M","2.28%"
"2017-6-16","264.54","264.74","268.23","264.54","20.93M","-0.15%"
"2017-6-15","264.93","268.81","268.81","264.93","18.22M","-1.59%"
"2017-6-14","269.20","265.90","269.20","264.93","22.61M","1.83%"
"2017-6-13","264.35","265.51","265.51","262.99","23.00M","0.67%"
"2017-6-12","262.60","263.18","266.68","261.44","38.02M","-2.45%"
"2017-6-9","269.20","269.59","275.02","268.04","69.18M","1.46%"
"2017-6-8","265.32","264.74","266.29","263.38","14.99M","0.22%"
"2017-6-7","264.74","266.48","267.45","262.80","13.08M","-0.29%"
"2017-6-6","265.51","264.16","265.71","263.57","12.39M","0.74%"
"2017-6-5","263.57","263.77","265.51","261.05","12.46M","0.59%"
"2017-6-2","262.02","267.45","267.45","261.44","18.06M","-0.44%"
"2017-6-1","263.18","259.11","264.74","255.03","31.88M","1.34%"
"2017-5-31","259.69","266.68","268.81","259.50","37.20M","-2.62%"
"2017-5-29","266.68","269.78","269.98","265.90","16.78M","-1.15%"
"2017-5-26","269.78","267.45","270.75","267.26","16.82M","0.29%"
"2017-5-25","269.01","265.32","269.01","265.32","18.06M","1.32%"
"2017-5-24","265.51","267.45","267.65","261.05","23.14M","-0.58%"
"2017-5-23","267.07","270.75","272.31","263.77","34.95M","-0.07%"
"2017-5-22","267.26","263.57","268.62","262.41","27.16M","2.61%"
"2017-5-19","260.47","258.14","263.18","257.36","29.30M","1.67%"
"2017-5-18","256.20","249.40","263.38","249.40","54.04M","1.62%"
"2017-5-17","252.12","253.09","253.48","250.57","18.01M","0.39%"
"2017-5-16","251.15","253.87","253.87","248.63","22.95M","-0.08%"
"2017-5-15","251.35","251.93","252.90","250.18","21.57M","0.31%"
"2017-5-12","250.57","248.63","251.54","247.66","25.85M","1.41%"
"2017-5-11","247.08","242.22","247.46","242.03","20.29M","1.68%"
"2017-5-10","243.00","244.55","247.85","241.84","29.59M","-0.16%"
"2017-5-9","243.39","240.67","243.39","238.34","19.68M","2.45%"
"2017-5-8","237.57","239.89","239.89","236.21","19.31M","0.41%"
"2017-5-5","236.59","236.01","236.79","234.65","14.90M","0.00%"
"2017-5-4","236.59","240.28","240.28","235.62","23.66M","-1.85%"
"2017-5-2","241.06","237.76","241.06","237.57","19.38M","2.05%"
"2017-4-28","236.21","237.57","237.57","235.24","13.45M","-0.49%"
"2017-4-27","237.37","235.04","237.76","232.32","17.30M","1.24%"
"2017-4-26","234.46","236.59","237.37","233.30","20.61M","-0.49%"
"2017-4-25","235.62","231.74","235.62","230.19","18.79M","2.01%"
"2017-4-24","230.97","232.91","232.91","229.61","14.55M","0.68%"
"2017-4-21","229.41","230.58","232.52","226.89","16.99M","-0.09%"
"2017-4-20","229.61","225.73","229.61","224.76","21.40M","2.78%"
"2017-4-19","223.40","221.26","224.56","221.26","16.61M","0.97%"
"2017-4-18","221.26","224.17","224.95","221.26","14.81M","-1.13%"
"2017-4-13","223.78","222.81","226.89","222.04","20.66M","-0.17%"
"2017-4-12","224.17","218.74","224.17","218.54","15.74M","2.67%"
"2017-4-11","218.35","221.26","221.26","217.57","9.45M","-0.62%"
"2017-4-10","219.71","221.26","221.65","218.74","7.48M","-0.35%"
"2017-4-7","220.49","221.26","221.46","217.57","14.93M","-0.35%"
"2017-4-6","221.26","221.07","222.04","219.71","11.19M","-0.35%"
"2017-4-5","222.04","221.26","222.04","219.51","21.57M","1.60%"
"2017-4-3","218.54","219.32","219.32","215.83","13.04M","1.07%"
"2017-3-31","216.22","218.74","219.71","216.02","16.12M","-1.06%"
"2017-3-30","218.54","222.43","222.43","218.54","17.39M","-1.23%"
"2017-3-29","221.26","223.20","223.40","219.90","16.13M","0.88%"
"2017-3-28","219.32","220.29","220.29","218.16","14.41M","0.53%"
"2017-3-27","218.16","218.54","221.65","216.60","20.61M","-0.17%"
"2017-3-24","218.54","216.60","218.74","215.83","16.61M","0.98%"
"2017-3-23","216.41","215.24","216.99","211.75","39.65M","-0.97%"
"2017-3-22","218.54","217.38","220.29","216.80","24.83M","-1.58%"
"2017-3-21","222.04","221.26","223.01","217.19","28.35M","0.26%"
"2017-3-20","221.46","215.44","221.46","215.24","24.50M","2.79%"
"2017-3-17","215.44","215.63","216.22","214.27","22.11M","0.55%"
"2017-3-16","214.27","211.17","214.27","209.81","27.17M","2.89%"
"2017-3-15","208.26","206.70","209.23","206.70","10.74M","0.00%"
"2017-3-14","208.26","209.62","209.62","207.48","15.10M","-0.37%"
"2017-3-13","209.03","206.70","209.42","206.51","20.01M","1.41%"
"2017-3-10","206.12","203.21","206.51","203.02","15.88M","1.24%"
"2017-3-9","203.60","206.70","206.70","203.02","14.12M","-1.13%"
"2017-3-8","205.93","203.99","206.32","203.99","10.86M","0.19%"
"2017-3-7","205.54","202.63","206.32","202.63","12.05M","1.24%"
"2017-3-6","203.02","200.49","204.18","200.49","11.37M","0.96%"
"2017-3-3","201.08","199.91","202.63","198.17","16.23M","0.39%"
"2017-3-2","200.30","204.38","204.76","200.30","15.81M","-0.19%"
"2017-3-1","200.69","200.88","201.27","198.94","19.15M","-0.09%"
"2017-2-28","200.88","204.57","205.35","200.88","16.36M","-1.52%"
"2017-2-27","203.99","204.76","207.29","203.41","14.14M","-0.47%"
"2017-2-24","204.96","207.09","207.87","204.96","17.22M","-1.67%"
"2017-2-23","208.45","209.23","210.00","207.68","15.73M","-0.10%"
"2017-2-22","208.65","205.73","208.65","205.73","14.28M","1.90%"
"2017-2-21","204.76","207.29","208.45","203.79","14.98M","-1.41%"
"2017-2-20","207.68","206.90","208.84","206.32","14.39M","0.85%"
"2017-2-17","205.93","207.29","208.65","205.54","18.57M","0.10%"
"2017-2-16","205.73","203.79","206.70","201.85","30.65M","2.61%"
"2017-2-15","200.49","196.22","201.66","196.22","20.97M","1.87%"
"2017-2-14","196.81","197.19","197.78","196.81","11.74M","-0.39%"
"2017-2-13","197.58","197.00","198.94","197.00","11.47M","0.49%"
"2017-2-10","196.61","199.33","199.91","196.42","13.34M","-0.79%"
"2017-2-9","198.17","199.52","200.88","198.17","12.97M","0.10%"
"2017-2-8","197.97","198.36","199.14","196.42","15.98M","-0.68%"
"2017-2-7","199.33","199.91","201.27","198.36","11.54M","-0.96%"
"2017-2-6","201.27","200.30","201.27","198.36","9.24M","1.17%"
"2017-2-3","198.94","199.33","200.30","196.42","12.53M","-0.10%"
"2017-2-2","199.14","200.88","202.24","198.36","14.25M","-0.67%"
"2017-2-1","200.49","196.03","200.69","194.87","19.49M","1.07%"
"2017-1-27","198.36","199.52","199.52","198.17","8.72M","-0.29%"
"2017-1-26","198.94","196.42","199.33","195.84","21.04M","2.09%"
"2017-1-25","194.87","195.06","195.06","193.31","17.02M","1.52%"
"2017-1-24","191.95","193.02","193.02","191.08","8.83M","0.00%"
"2017-1-23","191.95","190.60","193.41","190.60","7.06M","0.05%"
"2017-1-20","191.86","193.12","193.51","191.86","7.69M","-0.90%"
"2017-1-19","193.60","194.67","194.67","192.44","9.66M","-0.10%"
"2017-1-18","193.80","192.73","193.90","192.15","10.96M","1.01%"
"2017-1-17","191.86","193.99","193.99","191.66","8.85M","0.51%"
"2017-1-16","190.89","193.80","193.80","190.21","11.60M","-1.50%"
"2017-1-13","193.80","193.12","194.28","192.83","10.16M","0.46%"
"2017-1-12","192.92","195.06","195.06","190.79","16.36M","-1.00%"
"2017-1-11","194.87","194.09","195.45","192.83","20.70M","1.42%"
"2017-1-10","192.15","191.66","192.15","190.30","15.63M","1.23%"
"2017-1-9","189.82","190.89","191.08","189.43","13.61M","0.26%"
"2017-1-6","189.33","190.40","190.98","188.95","20.08M","0.93%"
"2017-1-5","187.59","185.36","188.46","185.06","20.54M","2.28%"
"2017-1-4","183.41","184.77","184.87","182.54","11.41M","-0.21%"
"2017-1-3","183.80","182.44","185.45","182.44","9.64M","-0.16%"
"2016-12-30","184.09","184.38","185.16","183.41","13.58M","1.12%"
"2016-12-29","182.06","177.59","183.80","177.59","22.12M","2.18%"
"2016-12-28","178.17","175.65","179.82","174.97","18.22M","2.17%"
"2016-12-23","174.39","175.65","175.65","174.29","16.36M","-0.99%"
"2016-12-22","176.14","177.88","178.37","175.84","15.03M","-0.38%"
"2016-12-21","176.82","176.33","178.08","176.33","11.32M","0.28%"
"2016-12-20","176.33","176.62","178.27","175.26","12.84M","-0.28%"
"2016-12-19","176.82","176.82","177.69","176.82","10.93M","-0.92%"
"2016-12-16","178.46","176.91","179.14","176.91","21.78M","-0.06%"
"2016-12-15","178.56","179.92","180.70","177.40","23.81M","-1.50%"
"2016-12-14","181.28","182.44","183.90","181.28","18.53M","0.27%"
"2016-12-13","180.79","181.47","181.47","179.34","16.39M","0.65%"
"2016-12-12","179.63","184.29","184.29","178.95","21.96M","-1.65%"
"2016-12-9","182.64","183.41","184.77","180.89","22.99M","-1.41%"
"2016-12-8","185.26","187.10","187.68","184.48","15.78M","0.37%"
"2016-12-7","184.58","185.06","185.74","184.00","9.96M","0.16%"
"2016-12-6","184.29","186.23","186.71","184.00","10.83M","-0.05%"
"2016-12-5","184.38","184.38","186.91","183.61","14.88M","-0.53%"
"2016-12-2","185.36","185.36","185.84","184.00","31.65M","-1.80%"
"2016-12-1","188.75","189.24","189.63","187.59","15.47M","0.41%"
"2016-11-30","187.98","187.20","188.75","186.42","17.89M","0.36%"
"2016-11-29","187.30","191.18","191.95","187.30","19.74M","-1.18%"
"2016-11-28","189.53","187.30","190.98","187.30","16.55M","1.19%"
"2016-11-25","187.30","187.49","188.07","186.42","7.82M","0.42%"
"2016-11-24","186.52","187.78","188.36","186.03","15.46M","-1.08%"
"2016-11-23","188.56","190.40","190.50","187.78","15.63M","-0.76%"
"2016-11-22","190.01","190.11","190.50","188.36","13.01M","1.13%"
"2016-11-21","187.88","189.33","189.82","186.33","15.15M","-0.92%"
"2016-11-18","189.63","189.33","191.66","188.07","17.09M","0.31%"
"2016-11-17","189.04","189.24","191.86","187.68","27.27M","-1.07%"
"2016-11-16","191.08","190.21","193.60","189.72","27.00M","1.91%"
"2016-11-15","187.49","184.38","188.27","184.09","30.69M","0.31%"
"2016-11-14","186.91","190.01","190.21","186.52","50.33M","-3.70%"
"2016-11-11","194.09","197.00","197.78","194.09","45.35M","-3.94%"
"2016-11-10","202.05","200.30","203.21","199.91","18.98M","2.87%"
"2016-11-9","196.42","200.69","200.69","193.60","33.65M","-1.55%"
"2016-11-8","199.52","199.72","201.08","198.36","12.36M","0.68%"
"2016-11-7","198.17","193.12","200.69","193.12","16.09M","2.10%"
"2016-11-4","194.09","193.90","196.22","193.60","17.02M","-0.99%"
"2016-11-3","196.03","196.42","197.39","194.87","17.46M","-1.17%"
"2016-11-2","198.36","198.94","200.30","197.39","13.87M","-1.35%"
"2016-11-1","201.08","201.66","203.41","201.08","15.03M","0.68%"
"2016-10-31","199.72","202.82","202.82","199.72","12.09M","-1.06%"
"2016-10-28","201.85","204.38","204.57","199.14","17.88M","-1.24%"
"2016-10-27","204.38","206.32","207.09","203.79","10.69M","-0.75%"
"2016-10-26","205.93","206.70","209.42","205.93","8.78M","-1.21%"
"2016-10-25","208.45","209.81","209.81","208.45","8.37M","-0.28%"
"2016-10-24","209.03","207.48","209.03","205.93","15.57M","0.56%"
"2016-10-20","207.87","207.68","209.03","207.09","8.23M","0.66%"
"2016-10-19","206.51","205.15","208.06","205.15","7.58M","0.19%"
"2016-10-18","206.12","203.21","206.90","202.82","12.26M","1.72%"
"2016-10-17","202.63","202.82","203.79","201.08","9.77M","-0.09%"
"2016-10-14","202.82","202.24","204.76","202.24","14.03M","-0.48%"
"2016-10-13","203.79","204.76","206.90","203.21","16.89M","-1.59%"
"2016-10-12","207.09","207.29","207.87","204.76","16.67M","-1.11%"
"2016-10-11","209.42","210.97","211.75","208.06","12.71M","-0.19%"
"2016-10-7","209.81","210.20","210.97","209.03","8.90M","-0.55%"
"2016-10-6","210.97","211.56","211.56","210.20","10.66M","0.00%"
"2016-10-5","210.97","210.20","210.97","209.42","6.66M","0.00%"
"2016-10-4","210.97","210.78","211.17","209.03","7.73M","0.28%"
"2016-10-3","210.39","210.00","211.17","209.23","10.02M","1.79%"
"2016-9-30","206.70","208.84","210.39","206.70","14.86M","-2.12%"
"2016-9-29","211.17","211.56","211.95","209.62","11.12M","0.46%"
"2016-9-28","210.20","207.68","210.78","207.68","8.17M","0.37%"
"2016-9-27","209.42","208.65","210.97","207.68","14.74M","1.32%"
"2016-9-26","206.70","210.97","210.97","205.93","18.58M","-2.38%"
"2016-9-23","211.75","207.09","214.27","206.32","24.98M","1.68%"
"2016-9-22","208.26","207.68","209.42","206.90","17.84M","1.61%"
"2016-9-21","204.96","202.43","205.15","201.46","11.51M","1.06%"
"2016-9-20","202.82","203.79","203.99","201.85","12.14M","-0.19%"
"2016-9-19","203.21","205.54","205.93","201.46","18.39M","-0.19%"
"2016-9-15","203.60","201.85","205.93","201.85","18.06M","0.58%"
"2016-9-14","202.43","200.49","203.41","200.49","7.70M","0.29%"
"2016-9-13","201.85","202.82","205.35","201.08","14.87M","0.48%"
"2016-9-12","200.88","203.79","204.38","200.30","19.92M","-3.18%"
"2016-9-9","207.48","208.26","209.81","205.93","20.28M","-0.56%"
"2016-9-8","208.65","205.35","209.62","205.15","15.49M","0.85%"
"2016-9-7","206.90","209.62","210.00","204.96","17.61M","-0.84%"
"2016-9-6","208.65","203.79","210.39","202.82","19.06M","2.28%"
"2016-9-5","203.99","198.55","204.38","197.58","18.90M","4.16%"
"2016-9-2","195.84","196.61","198.55","195.25","16.43M","-0.39%"
"2016-9-1","196.61","195.06","197.39","194.87","13.61M","0.39%"
"2016-8-31","195.84","198.94","198.94","195.06","15.32M","-1.46%"
"2016-8-30","198.75","196.81","198.94","196.03","11.75M","1.69%"
"2016-8-29","195.45","194.87","196.22","194.09","9.84M","0.50%"
"2016-8-26","194.48","193.31","196.61","193.31","8.09M","0.45%"
"2016-8-25","193.60","196.03","196.03","193.60","10.99M","-0.75%"
"2016-8-24","195.06","197.58","198.55","194.48","13.62M","-1.28%"
"2016-8-23","197.58","198.17","199.33","196.42","8.92M","-0.59%"
"2016-8-22","198.75","196.03","198.75","195.45","11.45M","1.49%"
"2016-8-19","195.84","198.94","198.94","195.64","12.57M","-0.59%"
"2016-8-18","197.00","198.94","198.94","193.80","41.31M","5.18%"
"2016-8-17","187.30","189.63","192.05","186.03","18.47M","-1.23%"
"2016-8-16","189.63","189.72","191.66","187.88","24.57M","2.25%"
"2016-8-15","185.45","182.44","186.03","182.44","13.19M","1.76%"
"2016-8-12","182.25","184.87","185.84","181.96","18.15M","-0.48%"
"2016-8-11","183.12","181.28","183.12","181.28","11.39M","0.37%"
"2016-8-10","182.44","181.57","183.41","181.47","7.50M","-0.11%"
"2016-8-9","182.64","182.93","183.90","181.96","8.13M","-0.32%"
"2016-8-8","183.22","180.70","183.32","180.70","11.91M","2.28%"
"2016-8-5","179.14","177.59","180.60","177.11","10.03M","1.09%"
"2016-8-4","177.20","177.30","178.17","176.33","9.64M","0.60%"
"2016-8-3","176.14","176.62","177.59","176.14","18.41M","-1.63%"
"2016-8-1","179.05","181.47","182.15","178.76","20.73M","-1.07%"
"2016-7-29","180.99","183.51","184.19","180.99","13.35M","-1.32%"
"2016-7-28","183.41","181.96","183.80","181.09","11.65M","0.00%"
"2016-7-27","183.41","180.50","183.41","180.50","12.09M","1.45%"
"2016-7-26","180.79","180.70","184.09","180.70","14.72M","-0.90%"
"2016-7-25","182.44","181.38","182.44","179.73","7.78M","1.51%"
"2016-7-22","179.73","179.53","180.11","178.17","7.80M","0.33%"
"2016-7-21","179.14","180.70","180.99","178.85","14.80M","-0.54%"
"2016-7-20","180.11","178.95","180.50","178.08","13.33M","1.25%"
"2016-7-19","177.88","179.05","179.53","177.69","11.78M","-0.92%"
"2016-7-18","179.53","178.56","180.31","178.27","10.03M","0.11%"
"2016-7-15","179.34","178.85","180.70","177.69","15.49M","0.71%"
"2016-7-14","178.08","175.26","178.56","174.58","12.67M","1.27%"
"2016-7-13","175.84","175.46","176.33","175.07","11.21M","0.17%"
"2016-7-12","175.55","176.33","176.33","173.22","13.84M","0.50%"
"2016-7-11","174.68","174.58","175.46","173.90","12.85M","1.69%"
"2016-7-8","171.77","171.96","173.13","171.19","13.82M","0.40%"
"2016-7-7","171.09","169.83","172.16","169.44","8.02M","1.15%"
"2016-7-6","169.15","168.95","170.31","167.89","11.66M","-1.19%"
"2016-7-5","171.19","173.71","173.71","170.90","9.56M","-1.39%"
"2016-7-4","173.61","172.84","174.20","171.77","16.23M","1.59%"
"2016-6-30","170.90","169.73","171.38","168.57","16.92M","2.15%"
"2016-6-29","167.30","165.36","167.60","165.36","13.55M","1.11%"
"2016-6-28","165.46","162.06","165.75","162.06","17.95M","-0.24%"
"2016-6-27","165.85","165.07","167.01","165.07","15.66M","-1.67%"
"2016-6-24","168.66","169.63","172.35","163.13","30.59M","-1.31%"
"2016-6-23","170.90","170.80","171.19","168.18","12.24M","-0.56%"
"2016-6-22","171.87","167.98","172.64","167.79","19.63M","2.43%"
"2016-6-21","167.79","166.92","168.18","165.95","10.08M","1.29%"
"2016-6-20","165.66","164.98","166.14","164.01","9.43M","1.07%"
"2016-6-17","163.91","165.46","166.24","162.55","17.88M","0.06%"
